qname	taxonomy	db
923-T12~NODE_4906_length_7024_cov_5.320849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~NODE_4453_length_7019_cov_5.533889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~NODE_6436_length_6997_cov_202.729761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~k141_54603	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_131214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T10~NODE_2685_length_6900_cov_4.562308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_159217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T10~k141_60910	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T5~NODE_5428_length_6848_cov_5.426174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_27303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~k141_96373	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T4~NODE_4295_length_6810_cov_3.296373	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T6~k141_94707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_74202	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_35489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~k141_151571	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T4~NODE_4317_length_6774_cov_3.781217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_226132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T3~NODE_4653_length_6769_cov_16.804885	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~NODE_4713_length_6740_cov_51.708003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T7~NODE_6956_length_6738_cov_5.316924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~NODE_7590_length_6732_cov_4.031601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2b~k141_51179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~k141_206308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T10~NODE_3894_length_6703_cov_4.507521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~NODE_4325_length_6701_cov_3.710352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T10~k141_196737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T10~k141_132822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~NODE_3951_length_6690_cov_11.512434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T6~k141_50565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_59769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T3~NODE_4206_length_6687_cov_3.781966	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T3~k141_106287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~NODE_5121_length_6670_cov_6.471202	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~k141_19311	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T5~NODE_2171_length_6667_cov_30.094223	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~k141_51748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T11~NODE_2873_length_6628_cov_4.045793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_4925_length_6591_cov_4.159731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~NODE_6540_length_6590_cov_36.495333	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T6~k141_61781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~NODE_5378_length_6568_cov_3.357285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T12~NODE_4329_length_6560_cov_6.389700	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T6~k141_207457	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~NODE_4457_length_6539_cov_10.700339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~NODE_7715_length_6529_cov_134.427556	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T9~NODE_4521_length_6521_cov_6.620167	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~NODE_5362_length_6518_cov_4.736810	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_173071	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~k141_68737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T4~k141_152428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T1~NODE_5774_length_6453_cov_125.713504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~NODE_5974_length_6452_cov_4.333750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T7~k141_225306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~NODE_5005_length_6439_cov_3.878603	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~NODE_5356_length_6435_cov_11.888715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T9~NODE_4661_length_6432_cov_7.253568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~NODE_7007_length_6411_cov_4.113751	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~k141_193831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T10~NODE_2918_length_6379_cov_4.911923	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_175040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T2a~k141_61784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_5146_length_6365_cov_2.764976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~k141_99162	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_198698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~NODE_4969_length_6363_cov_8.958148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~NODE_6843_length_6363_cov_14.321338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T11~k141_180531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~NODE_6120_length_6340_cov_4.290692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~NODE_7063_length_6339_cov_109.609007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T3~k141_42670	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T10~NODE_948_length_6303_cov_7.012804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_51773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T5~NODE_4301_length_6288_cov_29.909033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~k141_19327	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~NODE_5564_length_6283_cov_3.333815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T2~NODE_3678_length_6282_cov_5.343344	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T10~k141_48497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~NODE_5635_length_6280_cov_9.687229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T7~k141_60330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T3~NODE_4501_length_6267_cov_3.897296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T6~NODE_5416_length_6258_cov_13.066742	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T10~NODE_4160_length_6257_cov_3.910029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T6~NODE_5561_length_6248_cov_60.351364	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~NODE_5558_length_6241_cov_4.819916	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~NODE_5664_length_6241_cov_4.610411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T6~k141_37622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T9~NODE_4751_length_6232_cov_5.277967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T10~NODE_2919_length_6226_cov_3.231891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~NODE_5685_length_6221_cov_3.455238	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T11~k141_96471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T2~NODE_3799_length_6209_cov_17.413390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_38184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T10~NODE_2457_length_6204_cov_3.473410	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T10~k141_168565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~k141_28469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T4~NODE_4477_length_6197_cov_19.707913	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T6~k141_79107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~k141_18181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T2~k141_18816	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~NODE_8501_length_6141_cov_5.325994	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T4b~k141_134154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~NODE_7485_length_6131_cov_4.321429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T2~k141_20706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T7~NODE_7386_length_6097_cov_8.244621	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~NODE_5751_length_6070_cov_34.982710	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T1~k141_14287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T11~k141_66753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~NODE_7246_length_6052_cov_16.454060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_268089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T11~NODE_3799_length_6029_cov_4.014396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T9~k141_41381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~NODE_5370_length_6023_cov_4.494303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T5~NODE_3617_length_6021_cov_62.291820	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T6~NODE_6781_length_6018_cov_5.082173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_58298	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T1~k141_145016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~k141_307640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_4565_length_6002_cov_7.011434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T2~NODE_3969_length_6002_cov_17.554397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~NODE_5472_length_5985_cov_15.064587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_7169_length_5982_cov_3.735279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T9~k141_63710	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T11~k141_130886	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~NODE_7356_length_5966_cov_29.339198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_163727	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T3~NODE_5572_length_5953_cov_16.743133	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T12~NODE_5101_length_5951_cov_11.596845	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~k141_19486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T6~k141_32057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~k141_131292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T1~NODE_4630_length_5937_cov_16.538932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~k141_312980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T6~NODE_4483_length_5915_cov_26.756826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T2~k141_92572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T2~NODE_6889_length_5915_cov_3.947611	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T10~k141_111100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T7~k141_140100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T1~k141_5994	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;;	IMG_VR
916-T1~k141_126591	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~k141_27425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T6~NODE_2567_length_5878_cov_4.460587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T5~NODE_4605_length_5874_cov_7.481182	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T9~NODE_6913_length_5869_cov_3.729618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T10~NODE_2670_length_5853_cov_5.602622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T5~k141_93953	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T10~k141_18687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T7~NODE_6082_length_5831_cov_4.858553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T12~k141_235060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~k141_5942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~NODE_5694_length_5798_cov_6.933310	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~NODE_6906_length_5798_cov_11.765105	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~k141_100719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T12~NODE_5023_length_5790_cov_3.322581	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~k141_124195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T7~NODE_5253_length_5779_cov_73.796995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T9~k141_2863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T1~k141_266180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T7~NODE_5391_length_5772_cov_5.241210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T11~NODE_3171_length_5765_cov_37.752715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_157374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~k141_75663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T4~NODE_7010_length_5741_cov_4.585825	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T1~k141_109269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T7~NODE_5805_length_5720_cov_7.075728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T3~NODE_4844_length_5710_cov_4.496729	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T1~NODE_4864_length_5710_cov_14.848806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T5~NODE_8394_length_5705_cov_3.518407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T12~k141_18516	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T12~k141_36405	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T1~k141_119998	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T4~k141_68897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T6~k141_237283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T1~NODE_4886_length_5683_cov_4.540334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_40474	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_333378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T3~NODE_3419_length_5659_cov_3.335475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T2~k141_86424	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
920-T7~k141_70996	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T2~NODE_3481_length_5648_cov_3.574826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T7~NODE_5850_length_5635_cov_3.014875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T2~k141_89368	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~k141_211016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_232718	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T11~k141_205810	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T6~k141_135837	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T5~NODE_7079_length_5603_cov_4.602740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T2~k141_54293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T9~NODE_5420_length_5597_cov_3.808192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T5~k141_81327	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T12~k141_178196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T11~NODE_4522_length_5563_cov_110.766521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T11~NODE_5713_length_5555_cov_53.575818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T2~k141_45654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
925-T11~NODE_7931_length_5533_cov_4.776378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T3~NODE_3517_length_5533_cov_25.389193	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T1~k141_119127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
917-T12~NODE_5107_length_5533_cov_50.586893	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
922-T3~k141_62408	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
924-T2~NODE_4386_length_5527_cov_5.551352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
921-T6~k141_20231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
919-T5~NODE_9524_length_5497_cov_37.809629	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
916-T3~k141_122898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
923-T11~NODE_10185_length_5492_cov_7.004230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
918-T1~NODE_5557_length_5485_cov_4.875691	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;;;	IMG_VR
